contig_id	mean_contig	cluster_id	nucl_freq.gc	length	NA	color
NODE_5343_length_3378_cov_3.185074	5.309	21	66.9148302561048	3378	1other	1other
NODE_5344_length_3378_cov_2.750226	5.222	14	61.1604499703967	3378	1other	1other
NODE_5345_length_3376_cov_3.183077	7.528	38	67.6244075829384	3376	1other	1other
NODE_5346_length_3375_cov_3.914759	6.501	14	59.0518518518519	3375	1other	1other
NODE_5347_length_3374_cov_2.812293	6.283	21	70.8061647895673	3374	1other	1other
NODE_5348_length_3372_cov_4.955381	9.472	21	62.1638141809291	3372	1other	1other
NODE_5349_length_3371_cov_2.974970	5.313	38	72.9457134381489	3371	1other	1other
NODE_535_length_71526_cov_72.204810	118.521428571429	22	48.3264826776277	71526	ascomycete	ascomycete
NODE_5350_length_3371_cov_2.893245	5.316	14	62.9277000892591	3371	1other	1other
NODE_5351_length_3371_cov_2.878770	4.689	14	54.4052210026698	3371	1other	1other
NODE_5352_length_3370_cov_5.605430	10.961	21	70.3857566765579	3370	1other	1other
NODE_5353_length_3370_cov_3.116440	5.558	14	61.6913946587537	3370	1other	1other
NODE_5354_length_3370_cov_3.037104	5.215	14	62.106824925816	3370	1other	1other
NODE_5355_length_3369_cov_3.297224	5.447	14	60.1959038290294	3369	1other	1other
NODE_5356_length_3369_cov_2.917924	4.665	14	54.853072128228	3369	1other	1other
NODE_5357_length_3368_cov_31.135829	49.34	25	59.1152019002375	3368	1other	1other
NODE_5358_length_3368_cov_3.984002	7.572	14	65.7066508313539	3368	1other	1other
NODE_5359_length_3367_cov_19.293176	30.841	11	51.7374517374517	3367	1other	1other
NODE_536_length_71485_cov_20.820398	33.7174285714286	34	49.9447436525145	71485	1other	1other
NODE_5360_length_3367_cov_4.807065	8.624	21	69.7059697059697	3367	1other	1other
NODE_5361_length_3367_cov_3.180254	5.684	14	66.6368781650283	3367	1other	1other
NODE_5362_length_3367_cov_3.072464	5.94	38	69.8841698841699	3367	1other	1other
NODE_5363_length_3367_cov_2.789251	4.709	14	62.5185625185625	3367	1other	1other
NODE_5364_length_3367_cov_2.781401	4.53	7	57.9088471849866	3367	1other	1other
NODE_5365_length_3367_cov_2.464674	4.097	0	47.4903474903475	3367	1other	1other
NODE_5366_length_3366_cov_3.199638	5.38	14	65.7330154946365	3366	1other	1other
NODE_5367_length_3366_cov_3.195107	5.781	38	68.7462863933452	3366	1other	1other
NODE_5368_length_3365_cov_130.301208	160.068	36	68.1723625557207	3365	1other	1other
NODE_5369_length_3365_cov_6.030514	19.825	18	52.1545319465082	3365	1other	1other
NODE_537_length_71450_cov_71.740178	112.979	22	45.3212036389083	71450	ascomycete	ascomycete
NODE_5370_length_3364_cov_21.320036	17.084	24	52.7573529411765	3364	1other	1other
NODE_5371_length_3364_cov_3.190088	6.191	38	68.5790725326992	3364	1other	1other
NODE_5372_length_3364_cov_2.629495	4.867	38	71.8787158145065	3364	1other	1other
NODE_5373_length_3362_cov_18.755065	29.918	11	49.8512790005949	3362	1other	1other
NODE_5374_length_3362_cov_2.954339	4.922	14	54.1641879833432	3362	1other	1other
NODE_5375_length_3361_cov_20.849365	33.18	31	75.7129714811408	3361	1other	1other
NODE_5376_length_3361_cov_3.344828	6.196	5	61.4400476048795	3361	1other	1other
NODE_5377_length_3361_cov_3.292498	5.649	2	67.0457946722538	3361	1other	1other
NODE_5378_length_3360_cov_4.359455	8.297	38	69.5238095238095	3360	1other	1other
NODE_5379_length_3358_cov_6.551317	11.822	5	66.0214413341275	3358	1other	1other
NODE_538_length_71433_cov_21.233629	33.814	34	50.7198631769307	71433	1other	1other
NODE_5380_length_3357_cov_4.014537	9.188	21	70.0926202569465	3357	1other	1other
NODE_5381_length_3355_cov_3.289394	6.303	38	68.3755588673621	3355	1other	1other
NODE_5382_length_3354_cov_4.339497	7.773	21	70.4233750745379	3354	1other	1other
NODE_5383_length_3353_cov_7.441783	9.394	21	64.1216820757531	3353	1other	1other
NODE_5384_length_3353_cov_3.290782	5.914	14	61.6462869072472	3353	1other	1other
NODE_5385_length_3353_cov_2.673742	4.866	21	67.9329943164822	3353	1other	1other
NODE_5386_length_3353_cov_2.392359	4.648	38	69.8478974053087	3353	1other	1other
NODE_5387_length_3352_cov_3.024871	5.01	14	60.9486873508353	3352	1other	1other
NODE_5388_length_3352_cov_2.717925	4.552	14	60.1735487731897	3352	1other	1other
NODE_5389_length_3351_cov_2.215413	4.471	38	70.6654729931364	3351	1other	1other
NODE_539_length_71255_cov_63.146756	104.547	22	42.4854396182724	71255	ascomycete	ascomycete
NODE_5390_length_3350_cov_3.982398	6.343	7	54.4776119402985	3350	1other	1other
NODE_5391_length_3349_cov_194.237705	312.427	31	69.1848312929233	3349	1other	1other
NODE_5392_length_3349_cov_5.069217	8.133	7	56.7930725589728	3349	1other	1other
NODE_5393_length_3349_cov_4.656041	7.468	14	57.4201254105703	3349	1other	1other
NODE_5394_length_3349_cov_3.459927	7.139	38	71.8722006569125	3349	1other	1other
NODE_5395_length_3349_cov_3.416211	5.534	14	61.3317408181547	3349	1other	1other
NODE_5396_length_3349_cov_3.324226	7.783	2	69.99104210212	3349	1other	1other
NODE_5397_length_3349_cov_2.899818	5.656	14	64.6301287810722	3349	1other	1other
NODE_5398_length_3347_cov_3.492406	9.258	14	66.5670749925306	3347	1other	1other
NODE_5399_length_3347_cov_2.884569	4.733	14	58.7015329125338	3347	1other	1other
NODE_54_length_308519_cov_21.225589	34.4459	34	50.9832457644424	308519	1other	1other
NODE_540_length_71249_cov_20.867714	33.8132857142857	34	50.5368496399949	71249	1other	1other
NODE_5400_length_3347_cov_2.868773	5.382	21	67.941440095608	3347	1other	1other
NODE_5401_length_3345_cov_5.718237	9.967	21	62.1289355322339	3345	1other	1other
NODE_5402_length_3344_cov_6.956826	12.898	5	69.9162679425837	3344	1other	1other
NODE_5403_length_3343_cov_23.825730	26.973	11	51.5151515151515	3343	1other	1other
NODE_5404_length_3343_cov_15.200122	16.306	21	63.3663366336634	3343	1other	1other
NODE_5405_length_3342_cov_11.917858	23.436	7	57.7199281867145	3342	1other	1other
NODE_5406_length_3342_cov_5.431701	8.56	14	57.2411729503291	3342	1other	1other
NODE_5407_length_3342_cov_4.563432	7.136	7	58.916816277678	3342	1other	1other
NODE_5408_length_3342_cov_3.433830	7.051	38	71.3385354141657	3342	1other	1other
NODE_5409_length_3341_cov_18.673463	30.336	8	6.73451062556121	3341	ascomycete	ascomycete
NODE_541_length_70943_cov_22.149207	34.2627142857143	34	51.2918822152996	70943	1other	1other
NODE_5410_length_3341_cov_7.537432	12.394	21	69.1409757557617	3341	1other	1other
NODE_5411_length_3341_cov_3.413573	5.96	14	62.0772223885064	3341	1other	1other
NODE_5412_length_3338_cov_4.407859	7.748	7	61.2342720191732	3338	1other	1other
NODE_5413_length_3338_cov_3.153823	5.714	14	61.2043139604554	3338	1other	1other
NODE_5414_length_3337_cov_4.010055	6.657	14	66.1556958220619	3337	1other	1other
NODE_5415_length_3337_cov_2.945460	4.82	7	56.5477974228349	3337	1other	1other
NODE_5416_length_3337_cov_2.721207	4.527	38	69.6733593047648	3337	1other	1other
NODE_5417_length_3337_cov_1.837294	3.348	38	71.7763751127142	3337	1other	1other
NODE_5418_length_3336_cov_3.950320	6.539	14	63.0395683453237	3336	1other	1other
NODE_5419_length_3335_cov_3.443598	7.703	38	70.7346326836582	3335	1other	1other
NODE_542_length_70855_cov_20.884859	33.8058571428571	34	51.8551972337873	70855	1other	1other
NODE_5420_length_3334_cov_5.212260	9.408	21	71.3857228554289	3334	1other	1other
NODE_5421_length_3334_cov_3.693809	5.993	14	62.2675464907019	3334	1other	1other
NODE_5422_length_3333_cov_3.734899	6.553	14	59.9459945994599	3333	1other	1other
NODE_5423_length_3333_cov_3.548200	5.686	14	57.2157215721572	3333	1other	1other
NODE_5424_length_3333_cov_2.463087	5.089	38	69.6369636963696	3333	1other	1other
NODE_5425_length_3332_cov_13.397620	21.342	21	59.9639855942377	3332	1other	1other
NODE_5426_length_3332_cov_4.021666	6.589	14	66.2064825930372	3332	1other	1other
NODE_5427_length_3332_cov_3.269759	5.831	14	63.7454981992797	3332	1other	1other
NODE_5428_length_3332_cov_2.912725	5.72	38	69.0876350540216	3332	1other	1other
NODE_5429_length_3331_cov_7.590965	12.219	7	56.1993395376764	3331	1other	1other
NODE_543_length_70829_cov_20.571608	33.3355714285714	34	50.7274243945199	70829	1other	1other
NODE_5430_length_3331_cov_3.430403	6.352	14	61.6631642149505	3331	1other	1other
NODE_5431_length_3331_cov_2.761294	4.899	7	55.7490243170219	3331	1other	1other
NODE_5432_length_3330_cov_3.263817	6.044	14	64.9698795180723	3330	1other	1other
NODE_5433_length_3329_cov_3.734881	6.986	21	66.0859116851908	3329	1other	1other
NODE_5434_length_3328_cov_3.525817	5.785	14	64.6334134615385	3328	1other	1other
NODE_5435_length_3328_cov_3.218760	5.729	14	63.8754534461911	3328	1other	1other
NODE_5436_length_3325_cov_4.600000	8.455	38	69.5639097744361	3325	1other	1other
NODE_5437_length_3324_cov_4.140716	8.034	38	70.6397103198552	3324	1other	1other
NODE_5438_length_3324_cov_3.001530	5.076	14	55.1744885679904	3324	1other	1other
NODE_5439_length_3324_cov_2.116855	3.711	38	69.1863995142684	3324	1other	1other
NODE_544_length_70765_cov_32.326418	52.7015714285714	25	68.2286441037236	70765	1other	1other
NODE_5440_length_3323_cov_2.366585	4	7	56.1540776406861	3323	1other	1other
NODE_5441_length_3322_cov_3.440771	7.224	38	71.523178807947	3322	1other	1other
NODE_5442_length_3321_cov_35.557869	53.622	8	12.9479072568503	3321	ascomycete	ascomycete
NODE_5443_length_3320_cov_2.684533	4.655	14	60.3012048192771	3320	1other	1other
NODE_5444_length_3319_cov_186.322610	292.667	36	73.2836284560423	3319	1other	1other
NODE_5445_length_3319_cov_5.160233	9.246	21	64.778547755348	3319	1other	1other
NODE_5446_length_3319_cov_3.999081	7.894	14	61.4040373606508	3319	1other	1other
NODE_5447_length_3319_cov_3.310049	5.65	14	60.9247506799637	3319	1other	1other
NODE_5448_length_3319_cov_2.863051	4.808	14	63.482976800241	3319	1other	1other
NODE_5449_length_3317_cov_3.206928	6.297	38	71.9023213747362	3317	1other	1other
NODE_545_length_70699_cov_22.002987	35.576	34	51.4908143174832	70699	1other	1other
NODE_5450_length_3317_cov_2.394237	4.128	14	63.3807075899607	3317	1other	1other
NODE_5451_length_3316_cov_3.921190	7.482	21	70.7177322074789	3316	1other	1other
NODE_5452_length_3316_cov_3.497700	6.506	12	72.2255729794934	3316	1other	1other
NODE_5453_length_3315_cov_6.218098	10.285	21	66.4253393665158	3315	1other	1other
NODE_5454_length_3315_cov_4.076687	8.359	21	70.4675716440422	3315	1other	1other
NODE_5455_length_3314_cov_4.045720	6.871	21	61.8341404358354	3314	1other	1other
NODE_5456_length_3314_cov_3.868058	7.271	21	70.2776101388051	3314	1other	1other
NODE_5457_length_3314_cov_3.139307	5.2	14	60.3500301750151	3314	1other	1other
NODE_5458_length_3313_cov_6.947207	12.441	21	72.2607908240266	3313	1other	1other
NODE_5459_length_3312_cov_4.100399	6.662	14	58.2729468599034	3312	1other	1other
NODE_546_length_70165_cov_20.994095	33.9671428571429	34	50.7346967861469	70165	1other	1other
NODE_5460_length_3311_cov_2.872850	4.674	14	57.2334642102084	3311	1other	1other
NODE_5461_length_3310_cov_4.053456	8.181	21	70.9063444108761	3310	1other	1other
NODE_5462_length_3310_cov_3.615361	6.133	14	63.2326283987915	3310	1other	1other
NODE_5463_length_3309_cov_3.031039	6.782	14	63.5147461234418	3309	1other	1other
NODE_5464_length_3308_cov_113.922533	180.253	4	53.7484885126965	3308	1other	1other
NODE_5465_length_3308_cov_53.036889	84.038	31	67.2611850060459	3308	1other	1other
NODE_5466_length_3307_cov_4.131304	6.906	7	55.8814635621409	3307	1other	1other
NODE_5467_length_3306_cov_6.000923	9.84	NA	62.7041742286751	3306	1other	1other
NODE_5468_length_3306_cov_2.208244	3.873	14	59.5861229458308	3306	1other	1other
NODE_5469_length_3305_cov_3.150462	5.271	38	72.2541603630862	3305	1other	1other
NODE_547_length_70011_cov_9.545414	16.0084285714286	6	59.0792875405293	70011	1other	1other
NODE_5470_length_3304_cov_3.372114	5.558	14	59.652862362972	3304	1other	1other
NODE_5471_length_3303_cov_2.930727	4.858	14	62.125340599455	3303	1other	1other
NODE_5472_length_3302_cov_4.458269	7.584	38	68.6208991494532	3302	1other	1other
NODE_5473_length_3300_cov_4.490601	9.465	38	73.3030303030303	3300	1other	1other
NODE_5474_length_3300_cov_2.196302	4.152	38	71.4848484848485	3300	1other	1other
NODE_5475_length_3298_cov_2.493370	4.198	14	52.8284671532847	3298	1other	1other
NODE_5476_length_3297_cov_5.737508	10.22	5	60.7521989687595	3297	1other	1other
NODE_5477_length_3296_cov_3.875656	6.406	14	59.9211165048544	3296	1other	1other
NODE_5478_length_3296_cov_2.673558	5.488	21	69.1418137553256	3296	1other	1other
NODE_5479_length_3295_cov_22.603704	36.051	11	52.2003034901366	3295	1other	1other
NODE_548_length_69932_cov_74.305866	120.8525	22	50.5319453183092	69932	ascomycete	ascomycete
NODE_5480_length_3295_cov_3.413580	6.04	14	64.9772382397572	3295	1other	1other
NODE_5481_length_3295_cov_2.334568	3.856	14	59.5751138088012	3295	1other	1other
NODE_5482_length_3294_cov_6.547082	11.92	2	64.9058894960534	3294	1other	1other
NODE_5483_length_3294_cov_3.405372	6.383	38	65.6820950060901	3294	1other	1other
NODE_5484_length_3293_cov_3.309759	5.615	14	63.6308254645142	3293	1other	1other
NODE_5485_length_3293_cov_2.912600	4.642	14	53.8111144852718	3293	1other	1other
NODE_5486_length_3293_cov_2.831069	5.669	21	59.8542362587306	3293	1other	1other
NODE_5487_length_3292_cov_3.398826	5.656	14	58.5662211421628	3292	1other	1other
NODE_5488_length_3292_cov_2.661415	4.972	38	65.8135283363803	3292	1other	1other
NODE_5489_length_3291_cov_3.243511	5.387	7	64.5230112770497	3291	1other	1other
NODE_549_length_69864_cov_29.880460	48.2941666666667	25	69.2044543684873	69864	1other	1other
NODE_5490_length_3291_cov_3.063350	5.547	38	74.1415982983896	3291	1other	1other
NODE_5491_length_3291_cov_3.012052	6.158	38	67.213612883622	3291	1other	1other
NODE_5492_length_3290_cov_3.417620	6.248	14	65.0151975683891	3290	1other	1other
NODE_5493_length_3289_cov_80.962894	72.96	4	56.1872909698997	3289	1other	1other
NODE_5494_length_3289_cov_59.332406	95.276	31	63.2715110975981	3289	1other	1other
NODE_5495_length_3289_cov_7.187075	12.057	2	65.095773791426	3289	1other	1other
NODE_5496_length_3289_cov_4.064007	6.683	14	62.1530954559317	3289	1other	1other
NODE_5497_length_3288_cov_50.120631	54.604	8	11.2834549878345	3288	ascomycete	ascomycete
NODE_5498_length_3288_cov_2.941231	5.157	7	57.0774862721171	3288	1other	1other
NODE_5499_length_3288_cov_2.554593	4.199	14	61.4963503649635	3288	1other	1other
NODE_55_length_302900_cov_69.549162	112.9265	22	46.8841201716738	302900	ascomycete	ascomycete
NODE_550_length_69831_cov_20.891109	33.7705	34	50.8900058713179	69831	1other	1other
NODE_5500_length_3287_cov_5.090037	8.653	2	67.2041375114086	3287	1other	1other
NODE_5501_length_3287_cov_3.956064	6.943	38	66.8086400973532	3287	1other	1other
NODE_5502_length_3287_cov_3.134282	5.749	14	67.8734408275023	3287	1other	1other
NODE_5503_length_3287_cov_2.922649	5.032	0	55.8922558922559	3287	1other	1other
NODE_5504_length_3286_cov_5.648097	10.292	21	69.4765672550213	3286	1other	1other
NODE_5505_length_3286_cov_4.510059	8.273	38	73.980523432745	3286	1other	1other
NODE_5506_length_3286_cov_2.948004	4.703	14	59.3406593406593	3286	1other	1other
NODE_5507_length_3286_cov_2.421232	4.006	14	57.5702075702076	3286	1other	1other
NODE_5508_length_3285_cov_4.037771	7.305	38	69.4977168949772	3285	1other	1other
NODE_5509_length_3285_cov_3.306502	6.12	21	67.0015220700152	3285	1other	1other
NODE_551_length_69803_cov_20.923109	34.1605	34	51.4396797842274	69803	1other	1other
NODE_5510_length_3285_cov_2.518576	4.591	14	65.5403348554033	3285	1other	1other
NODE_5511_length_3285_cov_2.100000	3.939	38	69.7412480974125	3285	1other	1other
NODE_5512_length_3284_cov_4.010220	7.24	14	61.1449451887942	3284	1other	1other
NODE_5513_length_3283_cov_5.208178	8.741	14	57.8738958269875	3283	1other	1other
NODE_5514_length_3283_cov_2.680607	4.461	38	67.7733780079196	3283	1other	1other
NODE_5515_length_3282_cov_2.997831	5.31	14	64.7471054235222	3282	1other	1other
NODE_5516_length_3282_cov_2.747443	5.099	38	71.2979890310786	3282	1other	1other
NODE_5517_length_3281_cov_18.851829	30.959	11	49.2227979274611	3281	1other	1other
NODE_5518_length_3281_cov_3.609113	6.536	21	67.7232551051509	3281	1other	1other
NODE_5519_length_3281_cov_2.937384	6.101	21	64.9497104541298	3281	1other	1other
NODE_552_length_69563_cov_21.148789	34.3543333333333	34	51.4820839871586	69563	1other	1other
NODE_5520_length_3281_cov_1.762244	3.165	14	58.366351722036	3281	1other	1other
NODE_5521_length_3280_cov_15.818915	13.817	31	72.5609756097561	3280	1other	1other
NODE_5522_length_3279_cov_7.975186	12.714	7	53.8273863982922	3279	1other	1other
NODE_5523_length_3279_cov_3.191377	5.157	7	63.4644708752668	3279	1other	1other
NODE_5524_length_3278_cov_2.939497	5.607	2	62.1787025703794	3278	1other	1other
NODE_5525_length_3277_cov_7.092489	11.337	7	57.7662496185536	3277	1other	1other
NODE_5526_length_3277_cov_2.789572	4.543	7	51.1443393347574	3277	1other	1other
NODE_5527_length_3276_cov_21.544241	35.391	8	10.6227106227106	3276	ascomycete	ascomycete
NODE_5528_length_3276_cov_5.026700	7.807	14	59.1549295774648	3276	1other	1other
NODE_5529_length_3276_cov_3.347408	6.741	21	68.8609920391917	3276	1other	1other
NODE_553_length_69383_cov_21.957131	34.4306666666667	34	50.8755747085021	69383	1other	1other
NODE_5530_length_3275_cov_3.922360	7.977	38	67.6335877862595	3275	1other	1other
NODE_5531_length_3275_cov_3.121429	5.245	14	63.2671755725191	3275	1other	1other
NODE_5532_length_3274_cov_4.736875	7.892	21	64.1417226634087	3274	1other	1other
NODE_5533_length_3273_cov_5.800808	10.962	38	68.2248701497097	3273	1other	1other
NODE_5534_length_3271_cov_28.041978	34.195	11	50.687863038826	3271	1other	1other
NODE_5535_length_3270_cov_3.961120	7.481	21	70.3975535168196	3270	1other	1other
NODE_5536_length_3270_cov_3.506376	6.026	14	63.4662576687117	3270	1other	1other
NODE_5537_length_3270_cov_3.148056	5.341	14	64.7094801223242	3270	1other	1other
NODE_5538_length_3269_cov_5.404169	9.795	21	71.7650657693484	3269	1other	1other
NODE_5539_length_3269_cov_2.377411	4.046	14	64.7437864375575	3269	1other	1other
NODE_554_length_69221_cov_21.263410	34.4666666666667	34	51.1044336256338	69221	1other	1other
NODE_5540_length_3268_cov_2.737628	5.167	38	71.0558624923266	3268	1other	1other
NODE_5541_length_3267_cov_2.746264	5.248	38	69.6357514539333	3267	1other	1other
NODE_5542_length_3266_cov_4.454998	8.295	21	69.5345988977342	3266	1other	1other
NODE_5543_length_3266_cov_3.941451	6.594	14	62.7764127764128	3266	1other	1other
NODE_5544_length_3266_cov_3.750234	6.603	14	63.3190447030006	3266	1other	1other
NODE_5545_length_3266_cov_3.130178	5.147	14	58.6650336803429	3266	1other	1other
NODE_5546_length_3265_cov_5.492835	11.322	21	70.3522205206738	3265	1other	1other
NODE_5547_length_3265_cov_4.118380	8.448	38	67.9326186830015	3265	1other	1other
NODE_5548_length_3264_cov_20.982861	33.479	11	47.1507352941176	3264	1other	1other
NODE_5549_length_3262_cov_3.819146	7.342	38	68.1734317343173	3262	1other	1other
NODE_555_length_68981_cov_20.967922	33.994	34	51.5547759527986	68981	1other	1other
NODE_5550_length_3262_cov_2.842844	4.594	14	55.3341508277131	3262	1other	1other
NODE_5551_length_3258_cov_3.403372	6.009	21	70.7489257213014	3258	1other	1other
NODE_5552_length_3258_cov_3.146737	5.157	14	59.8833640270104	3258	1other	1other
NODE_5553_length_3257_cov_1.856652	3.321	14	66.8001231906375	3257	1other	1other
NODE_5554_length_3256_cov_2.960637	5.614	21	64.5884520884521	3256	1other	1other
NODE_5555_length_3256_cov_2.868166	5.911	38	68.6383240911892	3256	1other	1other
NODE_5556_length_3256_cov_2.597626	4.991	14	65.4035736290819	3256	1other	1other
NODE_5557_length_3255_cov_3.512812	6.61	38	71.9876733436056	3255	1other	1other
NODE_5558_length_3255_cov_2.848438	6.225	14	65.6221198156682	3255	1other	1other
NODE_5559_length_3255_cov_2.708438	4.534	2	62.2496147919877	3255	1other	1other
NODE_556_length_68945_cov_20.868094	34.0023333333333	34	51.0044302418476	68945	1other	1other
NODE_5560_length_3255_cov_2.516250	4.113	38	70.3543913713405	3255	1other	1other
NODE_5561_length_3254_cov_21.698343	34.676	34	51.8438844499078	3254	1other	1other
NODE_5562_length_3254_cov_3.529853	7.491	2	66.3486005089058	3254	1other	1other
NODE_5563_length_3254_cov_2.886840	5.143	14	57.9287031346036	3254	1other	1other
NODE_5564_length_3253_cov_20.106942	33.128	11	49.8309252997233	3253	1other	1other
NODE_5565_length_3253_cov_2.589431	4.172	7	61.6712920135677	3253	1other	1other
NODE_5566_length_3252_cov_21.147638	33.647	11	49.4464944649446	3252	1other	1other
NODE_5567_length_3251_cov_25.196183	33.314	11	48.077514610889	3251	1other	1other
NODE_5568_length_3251_cov_2.695557	4.715	14	63.8880344509382	3251	1other	1other
NODE_5569_length_3250_cov_3.517058	6.113	14	61.3846153846154	3250	1other	1other
NODE_557_length_68758_cov_71.282637	116.008833333333	22	47.8271619302481	68758	ascomycete	ascomycete
NODE_5570_length_3250_cov_2.831612	5.433	14	62.1230769230769	3250	1other	1other
NODE_5571_length_3249_cov_6.558547	10.294	21	64.0504770698677	3249	1other	1other
NODE_5572_length_3249_cov_4.906387	9.312	38	67.8670360110803	3249	1other	1other
NODE_5573_length_3248_cov_4.925462	7.924	7	57.4507389162562	3248	1other	1other
NODE_5574_length_3248_cov_4.117758	8.304	2	66.1637931034483	3248	1other	1other
NODE_5575_length_3248_cov_3.384591	6.433	21	65.4107473749228	3248	1other	1other
NODE_5576_length_3247_cov_6.461779	14.154	21	61.0409608869726	3247	1other	1other
NODE_5577_length_3247_cov_2.939223	5.205	14	62.7656298121343	3247	1other	1other
NODE_5578_length_3247_cov_2.069549	3.925	38	68.9836268149521	3247	1other	1other
NODE_5579_length_3245_cov_3.606270	7.385	21	69.4607087827427	3245	1other	1other
NODE_558_length_68571_cov_21.046471	33.9406666666667	34	51.5378221113882	68571	1other	1other
NODE_5580_length_3245_cov_3.304389	5.453	38	68.3204930662558	3245	1other	1other
NODE_5581_length_3245_cov_2.664577	5.137	14	65.7935285053929	3245	1other	1other
NODE_5582_length_3244_cov_30.074318	49.259	25	71.2083847102343	3244	1other	1other
NODE_5583_length_3244_cov_2.770461	4.864	38	69.1094619666048	3244	1other	1other
NODE_5584_length_3243_cov_5.696675	10.037	21	69.5960530373111	3243	1other	1other
NODE_5585_length_3243_cov_3.579360	5.707	21	62.5655257477644	3243	1other	1other
NODE_5586_length_3242_cov_2.636963	5.834	30	67.0265268352869	3242	1other	1other
NODE_5587_length_3241_cov_3.440364	5.726	14	59.6420857759951	3241	1other	1other
NODE_5588_length_3240_cov_27.009419	35.272	31	71.0493827160494	3240	1other	1other
NODE_5589_length_3240_cov_3.524333	7.306	21	69.2569659442725	3240	1other	1other
NODE_559_length_68512_cov_105.943395	173.398833333333	4	64.2763311536665	68512	1other	1other
NODE_5590_length_3239_cov_3.031407	5.123	14	64.618709478234	3239	1other	1other
NODE_5591_length_3239_cov_2.834485	5.799	21	65.4214263661624	3239	1other	1other
NODE_5592_length_3236_cov_3.775228	8.708	2	69.8702101359703	3236	1other	1other
NODE_5593_length_3236_cov_3.684376	6.847	38	73.7021013597033	3236	1other	1other
NODE_5594_length_3236_cov_3.089594	5.17	14	63.380716934487	3236	1other	1other
NODE_5595_length_3235_cov_3.112579	5.54	38	68.6553323029366	3235	1other	1other
NODE_5596_length_3234_cov_59.067317	87.063	17	23.6858379715523	3234	1other	1other
NODE_5597_length_3234_cov_5.723498	10.407	16	56.0296846011132	3234	1other	1other
NODE_5598_length_3234_cov_3.625039	7.618	2	64.9350649350649	3234	1other	1other
NODE_5599_length_3234_cov_3.051903	5.925	2	71.1502782931354	3234	1other	1other
NODE_56_length_292892_cov_21.527652	34.6482413793103	34	51.1071227116558	292892	1other	1other
NODE_560_length_68335_cov_21.184856	34.4613333333333	34	51.1816784956464	68335	1other	1other
NODE_5600_length_3233_cov_4.177785	6.876	14	65.9449427776059	3233	1other	1other
NODE_5601_length_3233_cov_2.570799	4.684	38	72.1067328575861	3233	1other	1other
NODE_5602_length_3233_cov_2.378855	4.078	14	62.2471210706505	3233	1other	1other
NODE_5603_length_3232_cov_4.617879	8.658	21	68.9975247524752	3232	1other	1other
NODE_5604_length_3232_cov_3.754171	6.256	14	62.0977722772277	3232	1other	1other
NODE_5605_length_3231_cov_3.050378	4.962	7	59.702878365831	3231	1other	1other
NODE_5606_length_3230_cov_3.379843	5.596	21	64.2724458204334	3230	1other	1other
NODE_5607_length_3230_cov_3.316220	5.674	14	64.0247678018576	3230	1other	1other
NODE_5608_length_3230_cov_3.283780	7.239	14	66.4396284829721	3230	1other	1other
NODE_5609_length_3230_cov_2.086614	4.636	38	67.8260869565217	3230	1other	1other
NODE_561_length_68229_cov_114.897336	188.4815	4	63.455422181184	68229	1other	1other
NODE_5610_length_3229_cov_22.962823	36.508	11	47.8166615051099	3229	1other	1other
NODE_5611_length_3229_cov_8.083806	17.397	21	68.8758129451843	3229	1other	1other
NODE_5612_length_3229_cov_2.391304	4.498	14	63.2494563529046	3229	1other	1other
NODE_5613_length_3228_cov_3.702805	6.187	38	65.9231722428748	3228	1other	1other
NODE_5614_length_3228_cov_3.191932	6.885	38	65.4275092936803	3228	1other	1other
NODE_5615_length_3228_cov_2.967854	4.878	7	56.1648079306072	3228	1other	1other
NODE_5616_length_3227_cov_2.863178	5.133	14	62.1320111558723	3227	1other	1other
NODE_5617_length_3226_cov_2.648691	4.336	21	63.6504975124378	3226	1other	1other
NODE_5618_length_3226_cov_2.519395	5.56	38	72.4191542288557	3226	1other	1other
NODE_5619_length_3225_cov_4.200315	8.282	38	65.5503875968992	3225	1other	1other
NODE_562_length_68098_cov_20.965007	33.6375	34	51.2437957061881	68098	1other	1other
NODE_5620_length_3223_cov_26.515467	42.234	31	63.201985727583	3223	1other	1other
NODE_5621_length_3223_cov_4.142992	7.245	21	71.6413279553211	3223	1other	1other
NODE_5622_length_3222_cov_3.550363	6.347	14	61.0180012414649	3222	1other	1other
NODE_5623_length_3222_cov_3.376381	5.469	21	66.0148975791434	3222	1other	1other
NODE_5624_length_3222_cov_2.802968	5.301	21	69.7703289882061	3222	1other	1other
NODE_5625_length_3222_cov_2.767603	4.527	14	56.9738480697385	3222	1other	1other
NODE_5626_length_3221_cov_51.324384	75.288	4	59.5467246196833	3221	1other	1other
NODE_5627_length_3221_cov_3.302906	5.392	7	55.7590810307358	3221	1other	1other
NODE_5628_length_3221_cov_2.089703	4.1	38	74.182497664279	3221	1other	1other
NODE_5629_length_3220_cov_34.332070	47.032	8	9.78260869565217	3220	ascomycete	ascomycete
NODE_563_length_67566_cov_20.544045	33.2463333333333	34	50.3966492022615	67566	1other	1other
NODE_5630_length_3219_cov_4.613464	8.049	14	61.789375582479	3219	1other	1other
NODE_5631_length_3219_cov_3.646018	5.902	14	62.0442505453412	3219	1other	1other
NODE_5632_length_3218_cov_5.710402	11.323	2	68.0857675574891	3218	1other	1other
